date,index,棕榈油结算价
20110104,0.22990033377708954,0.006581152748465994
20110105,-0.12921173148000625,-0.0014417656490749522
20110106,0.13592316606799293,0.016347578210591008
20110107,-0.0585365024525728,-0.0037811023615986366
20110110,0.16977599773033905,-0.0030890129656290194
20110111,0.0797871166178319,6.725401845301741e-05
20110112,-0.08311490671050657,-0.006257135564205804
20110113,-0.016807118316381292,0.0033273966398089426
20110114,-0.05935424264918274,-0.0002866996671997828
20110117,0.23111172096338664,-0.0006074001772732271
20110118,-0.18422813506453614,-0.0922247015890814
20110119,0.11523526357758472,0.09078909665738277
20110120,-0.08146094645898068,0.0013343356904562073
20110121,-0.033774317118604034,-0.001841512249484289
20110124,0.1583130167419457,0.011483460225737492
20110125,-0.06433085838114014,-0.003181303332734685
20110126,-0.13876576098777882,-0.026234577946783615
20110127,0.07001016557264887,0.0043119435308143035
20110128,-0.0586248433475236,0.002379913973990119
20110131,-0.08701137698962981,0.009446476782355358
20110201,0.07904320734045288,0.001743354960304021
20110209,0.12893368337589325,0.007195063602906146
20110210,0.16332505610329962,0.025511291615695684
20110211,0.04355797433912994,0.0006708170311845211
20110214,0.1502822030493379,0.0036733235867831325
20110215,-0.003327790092674691,-0.007885650443371571
20110216,0.023065272930996188,-0.012711230100919079
20110217,-0.1777716626919773,-0.006274425684059379
20110218,0.030653741091002305,-0.005202838046015001
20110221,0.14953173397096384,-0.005568412883218319
20110222,0.02401487620387392,-0.0888436040577871
20110223,0.19076042543981928,0.06209212025629361
20110224,-0.14116348430044712,-0.005961633219793887
20110225,-0.08408311721054144,-0.010616333407475975
20110228,0.211505847234,0.004601356789657885
20110301,-0.08367247572411507,-8.794997411147072e-05
20110302,-0.0036429912785010924,0.005175858770872512
20110303,0.14892327639210665,0.005584364371898812
20110304,-0.11307714461897075,0.001738737766998973
20110307,-0.024014876203873853,0.0030355354138775063
20110308,-0.003478264376324809,-0.003330907628449681
20110309,0.1365755350057507,-0.010990561692855328
20110310,-0.015314234973042481,-0.007618950102121706
20110311,-0.2394799706339032,-0.0017896858651778207
20110314,0.1816947940031455,-0.015244006938535143
20110315,0.012461220437812032,-0.09572084559299102
20110316,-0.0031007776782482712,0.07254829949623835
20110317,0.0031007776782481854,0.0019332928146743472
20110318,0.03945883674054771,0.007896778822254678
20110321,0.149898370088728,0.008558942318797915
20110322,-0.01430639565123786,0.007355360364943631
20110323,-0.13559197443749005,-8.981256124516634e-05
20110324,0.04831857727080773,-0.007102712294342105
20110325,-0.05826890812397576,0.0021866622369612265
