date,index,棕榈油结算价
20110104,0.1761865682264387,0.006581152748465994
20110105,-0.059423420470800764,-0.0014417656490749522
20110106,-0.054520838878416994,0.016347578210591008
20110107,0.08269171584511341,-0.0037811023615986366
20110110,0.29626581614317243,-0.0030890129656290194
20110111,-0.17574979163072008,6.725401845301741e-05
20110112,0.038548670117235034,-0.006257135564205804
20110113,0.004192878260035958,0.0033273966398089426
20110114,0.06871389254805173,-0.0002866996671997828
20110117,0.22825865198098014,-0.0006074001772732271
20110118,-0.04167269640056808,-0.0922247015890814
20110119,-0.11247798342669033,0.09078909665738277
20110120,0.07342746855481715,0.0013343356904562073
20110121,0.017544309650909525,-0.001841512249484289
20110124,0.2811673914305872,0.011483460225737492
20110125,-0.019802627296179758,-0.003181303332734685
20110126,-0.005012541823544286,-0.026234577946783615
20110127,0.0050125418235441935,0.0043119435308143035
20110128,-0.0998203352822109,0.002379913973990119
20110131,-0.024845998586530776,0.009446476782355358
20110201,-0.006309169193264721,0.001743354960304021
20110209,0.10386686340104297,0.007195063602906146
20110210,0.1573486358625747,0.025511291615695684
20110211,0.10536051565782636,0.0006708170311845211
20110214,0.24085805924652745,0.0036733235867831325
20110215,-0.08731546700261626,-0.007885650443371571
20110216,0.007272759329079878,-0.012711230100919079
20110217,-0.08306659869861344,-0.006274425684059379
20110218,0.20886892352161665,-0.005202838046015001
20110221,0.15794575079580994,-0.005568412883218319
20110222,-0.003252035386377343,-0.0888436040577871
20110223,0.02572489123843592,0.06209212025629361
20110224,0.07342746855481715,-0.005961633219793887
20110225,-0.15611918439993058,-0.010616333407475975
20110228,0.20148205453303045,0.004601356789657885
20110301,0.021661496781179467,-8.794997411147072e-05
20110302,-0.06263557099148506,0.005175858770872512
20110303,0.0037950709685515343,0.005584364371898812
20110304,-0.07469089260158923,0.001738737766998973
20110307,0.26131951424186833,0.0030355354138775063
20110308,-0.07975238977339894,-0.003330907628449681
20110309,0.018692133012152543,-0.010990561692855328
20110310,-0.10536051565782628,-0.007618950102121706
20110311,0.08666838264567378,-0.0017896858651778207
20110314,0.25077751551632993,-0.015244006938535143
20110315,0.11694726460898727,-0.09572084559299102
20110316,-0.1244944702443703,0.07254829949623835
20110317,0.0870113769896297,0.0019332928146743472
20110318,-0.04618938246937458,0.007896778822254678
20110321,0.25467577598361096,0.008558942318797915
20110322,-0.08762169132044477,0.007355360364943631
20110323,-0.02222313678471024,-8.981256124516634e-05
20110324,0.0037383221106071576,-0.007102712294342105
20110325,0.0111318403688442,0.0021866622369612265
20110328,0.2496546768625416,-0.0017887314716625627
20110329,0.060168521466452914,-0.0031153237417987237
20110330,-0.04097407421030568,0.006995879830237591
20110331,-0.03876454345024431,-0.0015684580948725805
20110401,0.019570096194097296,0.007961009941149677
20110406,0.29415458695739843,0.0021991980899854673
20110407,-0.09466522654107837,-3.5720664408153796e-05
20110408,-0.0035524016043677717,0.002087515812262693
20110411,0.25131442828090617,0.018139124491467665
20110412,-0.043963123421116065,-0.008295739791013787
20110413,0.03676884778708906,-0.008507521935337665
20110414,-0.07105792126572105,-0.0037806554171357647
20110415,-0.007782140442054963,-0.0038667454777197062
20110418,0.2259047127555377,-0.00395378190596783
20110419,0.16563905683401856,-0.09083458905683023
20110420,-0.054413421723794174,0.0902581890192567
20110421,-0.09301019521888317,0.0003963107127817662
20110422,-0.10656460972263088,0.004904832909122617
20110425,0.3477241134186478,0.0012537839044589635
20110426,-0.2092544391535427,-0.0037660775131075253
20110427,0.1808837420243271,-0.0027347983939463496
20110428,-0.16803559954647815,0.002213604668822553
20110429,0.029352212012527367,-0.00877515381031765
20110503,0.33569129163814154,0.0024995484848584154
20110504,-0.027724548014854862,-0.0028804628653541415
20110505,-0.028515170308021236,-0.00347118450475366
20110506,0.18781607611159531,-0.012493750848326969
20110509,0.3972210383330823,-0.0019005273685644619
20110510,-0.07207234804112389,0.004386052771553608
20110511,-0.14118644404054392,-0.0010855067530183484
20110512,0.14473884564491174,-0.0002577509403768641
20110513,-0.12847832477313134,0.0019866459820255347
20110516,0.3597629546273089,-0.002133962067367018
20110517,-0.021819047394639725,-0.09210543485202562
20110518,-0.08834916983128974,0.08978233929787345
20110519,0.01197619104671562,0.006329717344811201
20110520,-0.02817087696669633,0.000953341350048419
20110523,0.18924199963852836,0.002159986195822897
20110524,-0.07145896398214498,0.006015987809137161
20110525,0.0521160011390141,0.0008538856857105995
20110526,-0.0317486983145803,0.01196819195558533
20110527,-0.09289374689269632,-0.001562345991267128
20110530,0.3207125981282628,0.00501955089283067
20110531,0.09301019521888323,-0.0006976432463985207
20110601,-0.19556678354397533,-0.0014684290450665712
20110602,0.11332868530700327,-0.0010040701541019917
20110603,0.05218575317057025,0.005438587926275335
20110607,0.16705408466316626,7.136357962746144e-05
20110608,0.026567027384721702,-0.0024649912452858447
20110609,-0.06179571926846567,0.005564388097632899
20110610,-0.03651521297509745,-0.007300670563307953
20110613,0.3322409186014503,-0.0045428913768667985
20110614,-0.10418335248481153,0.000305901196299745
20110615,-0.027834798993443988,0.00010794279042594857
20110616,0.03953083875663522,-0.0862789822222866
20110617,-0.1368591827171973,0.08090369194779276
20110620,0.4660897299245992,-0.000542740854571079
20110621,-0.1613661916179666,0.0009044045113161734
20110622,0.03174869831458027,-0.002335032873502176
20110623,0.008888947417245994,-0.007037992224573236
20110624,0.043296805753324265,-0.00670197157989927
20110627,0.3059355127611313,-0.008320697422475133
20110628,-0.019570096194097227,-0.003991132002281853
20110629,-0.06955768370191011,-0.0028312800644086688
20110630,-0.07020425867324857,0.0012489865260434572
20110701,0.057410907213339024,-0.007010750445520612
20110704,0.12149755306079894,0.0028289091977137942
20110705,0.06955768370191019,0.0017943594653895693
20110706,-0.10843947124611752,-0.0007846361185695148
20110707,0.07630819306332426,-0.0014588167470814435
20110708,-0.0940864390846082,0.008535591723130528
20110711,0.25629575863111026,0.002668694480311854
20110712,0.06317890162153167,-0.001685638209280338
20110713,-0.1880522315029396,0.002647585857315137
20110714,0.10732902023049852,-0.0014062357761895304
20110715,0.07252644406826259,-0.08738345184999577
20110718,0.2819513977427958,0.08845681045478668
20110719,-0.01301536811207036,-0.0006845956989826785
20110720,0.038548670117235034,0.002790948792897634
20110721,-0.06959329179919523,0.006640997926027036
20110722,0.004494389587839267,0.001905041607798267
20110725,0.31015492830383945,-0.006886257506280813
20110726,-0.16251892949777494,-0.0009955385948146871
20110727,0.0709517359722844,0.0035903375736887253
20110728,-0.10586800107851232,-0.0012505518769675562
20110729,0.11947365313429098,0.002995031959455364
20110801,0.0660617506780927,-0.0007341470459131094
20110802,0.02702867238791942,0.0015044218153189585
20110803,-0.008928630744301318,0.002362140940678627
20110804,0.05666003356549126,7.315556534222723e-05
20110805,-0.08393445148515052,-0.022901058177961366
20110808,0.2631910524434851,-0.0019104349239191995
20110809,0.1635514541119641,-0.017436474963040387
20110810,-0.06524052186840097,0.00915329507342583
20110811,-0.13621020483454893,-0.0007375119707217815
20110812,0.1019211313559168,-0.0017419298165883747
20110815,0.4376953860130777,-0.08654805798104277
